timestamp,VWC,temp_soil,temp_room,VWC_discrete,VWC_discrete_predict
2017/10/28 00:00,0.266,22.3,20.7,0.275,0.325
2017/10/28 00:05,0.266,22.3,20.65,0.275,0.325
2017/10/28 00:10,0.266,22.3,20.65,0.275,0.325
2017/10/28 00:15,0.266,22.2,20.67,0.275,0.325
2017/10/28 00:20,0.266,22.2,20.67,0.275,0.325
2017/10/28 00:25,0.266,22.2,20.67,0.275,0.325
2017/10/28 00:30,0.266,22.2,20.72,0.275,0.325
2017/10/28 00:35,0.266,22.2,20.74,0.275,0.325
2017/10/28 00:40,0.266,22.2,20.77,0.275,0.325
2017/10/28 00:45,0.266,22.1,20.77,0.275,0.325
2017/10/28 00:50,0.267,22.2,20.72,0.275,0.325
2017/10/28 00:55,0.266,22.1,20.7,0.275,0.325
2017/10/28 01:00,0.266,22.1,20.67,0.275,0.325
2017/10/28 01:05,0.267,22.1,20.7,0.275,0.325
2017/10/28 01:10,0.266,22.1,20.67,0.275,0.325
2017/10/28 01:15,0.266,22.1,20.65,0.275,0.325
2017/10/28 01:20,0.266,22.1,20.65,0.275,0.325
2017/10/28 01:25,0.266,22.1,20.65,0.275,0.325
2017/10/28 01:30,0.266,22.1,20.65,0.275,0.325
2017/10/28 01:35,0.266,22.1,20.67,0.275,0.325
2017/10/28 01:40,0.266,22.1,20.7,0.275,0.325
2017/10/28 01:45,0.266,22.1,20.72,0.275,0.325
2017/10/28 01:50,0.266,22.1,20.74,0.275,0.325
2017/10/28 01:55,0.266,22,20.77,0.275,0.325
2017/10/28 02:00,0.266,22,20.77,0.275,0.325
2017/10/28 02:05,0.266,22,20.77,0.275,0.325
2017/10/28 02:10,0.266,22,20.77,0.275,0.325
2017/10/28 02:15,0.266,22,20.77,0.275,0.325
2017/10/28 02:20,0.266,22,20.79,0.275,0.325
2017/10/28 02:25,0.266,22,20.82,0.275,0.175
2017/10/28 02:30,0.266,22,20.79,0.275,0.325
2017/10/28 02:35,0.266,21.9,20.79,0.275,0.325
2017/10/28 02:40,0.266,21.9,20.79,0.275,0.325
2017/10/28 02:45,0.266,21.9,20.77,0.275,0.325
2017/10/28 02:50,0.266,21.9,20.72,0.275,0.325
2017/10/28 02:55,0.266,21.9,20.72,0.275,0.325
2017/10/28 03:00,0.266,21.9,20.72,0.275,0.325
2017/10/28 03:05,0.266,21.9,20.7,0.275,0.325
2017/10/28 03:10,0.266,21.9,20.7,0.275,0.325
2017/10/28 03:15,0.266,21.9,20.7,0.275,0.325
2017/10/28 03:20,0.266,21.9,20.7,0.275,0.325
2017/10/28 03:25,0.266,21.9,20.65,0.275,0.325
2017/10/28 03:30,0.266,21.9,20.65,0.275,0.325
2017/10/28 03:35,0.266,21.9,20.67,0.275,0.325
2017/10/28 03:40,0.266,21.9,20.67,0.275,0.325
2017/10/28 03:45,0.266,21.9,20.65,0.275,0.325
2017/10/28 03:50,0.266,21.9,20.65,0.275,0.325
2017/10/28 03:55,0.266,21.9,20.6,0.275,0.325
2017/10/28 04:00,0.266,21.8,20.53,0.275,0.325
2017/10/28 04:05,0.266,21.8,20.46,0.275,0.325
2017/10/28 04:10,0.266,21.8,20.39,0.275,0.325
2017/10/28 04:15,0.266,21.7,20.34,0.275,0.325
2017/10/28 04:20,0.266,21.7,20.29,0.275,0.325
2017/10/28 04:25,0.266,21.7,20.29,0.275,0.325
2017/10/28 04:30,0.266,21.7,20.29,0.275,0.325
2017/10/28 04:35,0.266,21.7,20.27,0.275,0.325
2017/10/28 04:40,0.266,21.7,20.24,0.275,0.325
2017/10/28 04:45,0.266,21.7,20.29,0.275,0.325
2017/10/28 04:50,0.266,21.7,20.34,0.275,0.325
2017/10/28 04:55,0.266,21.7,20.34,0.275,0.325
2017/10/28 05:00,0.266,21.7,20.34,0.275,0.325
2017/10/28 05:05,0.266,21.7,20.32,0.275,0.325
2017/10/28 05:10,0.266,21.7,20.24,0.275,0.325
2017/10/28 05:15,0.266,21.7,20.17,0.275,0.325
2017/10/28 05:20,0.266,21.7,20.13,0.275,0.325
2017/10/28 05:25,0.266,21.7,20.1,0.275,0.325
2017/10/28 05:30,0.266,21.7,20.08,0.275,0.325
2017/10/28 05:35,0.266,21.7,20.08,0.275,0.325
2017/10/28 05:40,0.266,21.7,20.1,0.275,0.325
2017/10/28 05:45,0.266,21.6,20.08,0.275,0.325
2017/10/28 05:50,0.266,21.6,20.08,0.275,0.325
2017/10/28 05:55,0.266,21.6,20.03,0.275,0.325
2017/10/28 06:00,0.266,21.6,20.03,0.275,0.325
2017/10/28 06:05,0.266,21.6,20.03,0.275,0.325
2017/10/28 06:10,0.266,21.6,20.03,0.275,0.325
2017/10/28 06:15,0.266,21.5,20.03,0.275,0.325
2017/10/28 06:20,0.265,21.5,20.03,0.275,0.325
2017/10/28 06:25,0.266,21.5,20.03,0.275,0.325
2017/10/28 06:30,0.266,21.5,20.03,0.275,0.325
2017/10/28 06:35,0.266,21.5,20.03,0.275,0.325
2017/10/28 06:40,0.265,21.5,20.01,0.275,0.325
2017/10/28 06:45,0.266,21.5,20.03,0.275,0.325
2017/10/28 06:50,0.266,21.5,20.01,0.275,0.325
2017/10/28 06:55,0.266,21.5,20.03,0.275,0.325
2017/10/28 07:00,0.266,21.5,20.03,0.275,0.325
2017/10/28 07:05,0.266,21.5,20.03,0.275,0.325
2017/10/28 07:10,0.266,21.5,20.03,0.275,0.325
2017/10/28 07:15,0.266,21.5,20.05,0.275,0.325
2017/10/28 07:20,0.265,21.5,20.05,0.275,0.325
2017/10/28 07:25,0.265,21.5,20.08,0.275,0.325
2017/10/28 07:30,0.265,21.5,20.08,0.275,0.325
2017/10/28 07:35,0.265,21.5,20.08,0.275,0.325
2017/10/28 07:40,0.266,21.5,20.08,0.275,0.325
2017/10/28 07:45,0.265,21.5,20.1,0.275,0.325
2017/10/28 07:50,0.265,21.5,20.13,0.275,0.325
2017/10/28 07:55,0.266,21.4,20.15,0.275,0.325
2017/10/28 08:00,0.265,21.5,20.2,0.275,0.325
2017/10/28 08:05,0.265,21.4,20.24,0.275,0.325
2017/10/28 08:10,0.265,21.4,20.24,0.275,0.325
2017/10/28 08:15,0.265,21.4,20.24,0.275,0.325
2017/10/28 08:20,0.265,21.5,20.29,0.275,0.325
2017/10/28 08:25,0.265,21.5,20.32,0.275,0.325
2017/10/28 08:30,0.265,21.4,20.34,0.275,0.325
2017/10/28 08:35,0.265,21.5,20.36,0.275,0.325
2017/10/28 08:40,0.265,21.5,20.32,0.275,0.325
2017/10/28 08:45,0.265,21.4,20.36,0.275,0.325
2017/10/28 08:50,0.265,21.5,20.48,0.275,0.325
2017/10/28 08:55,0.265,21.5,20.58,0.275,0.325
2017/10/28 09:00,0.265,21.5,20.65,0.275,0.325
2017/10/28 09:05,0.265,21.4,20.67,0.275,0.325
2017/10/28 09:10,0.265,21.5,20.6,0.275,0.325
2017/10/28 09:15,0.265,21.5,20.55,0.275,0.325
2017/10/28 09:20,0.265,21.5,20.48,0.275,0.325
2017/10/28 09:25,0.265,21.5,20.43,0.275,0.325
2017/10/28 09:30,0.265,21.5,20.55,0.275,0.325
2017/10/28 09:35,0.265,21.5,20.55,0.275,0.325
2017/10/28 09:40,0.265,21.5,20.58,0.275,0.325
2017/10/28 09:45,0.265,21.5,20.63,0.275,0.325
2017/10/28 09:50,0.265,21.5,20.72,0.275,0.325
2017/10/28 09:55,0.265,21.5,20.82,0.275,0.325
2017/10/28 10:00,0.265,21.5,20.89,0.275,0.325
2017/10/28 10:05,0.265,21.6,21.01,0.275,0.175
2017/10/28 10:10,0.265,21.7,21.17,0.275,0.175
2017/10/28 10:15,0.265,21.7,21.32,0.275,0.175
2017/10/28 10:20,0.265,21.7,21.48,0.275,0.175
2017/10/28 10:25,0.265,21.7,21.63,0.275,0.175
2017/10/28 10:30,0.265,21.8,21.79,0.275,0.175
2017/10/28 10:35,0.265,21.9,21.89,0.275,0.175
2017/10/28 10:40,0.265,21.9,22.08,0.275,0.175
2017/10/28 10:45,0.265,21.9,22.23,0.275,0.175
2017/10/28 10:50,0.265,22,22.3,0.275,0.175
2017/10/28 10:55,0.265,22,22.42,0.275,0.175
2017/10/28 11:00,0.265,22.1,22.56,0.275,0.175
2017/10/28 11:05,0.265,22.1,22.73,0.275,0.175
2017/10/28 11:10,0.265,22.2,22.9,0.275,0.175
2017/10/28 11:15,0.265,22.3,22.92,0.275,0.325
2017/10/28 11:20,0.264,22.3,22.9,0.275,0.325
2017/10/28 11:25,0.264,22.3,22.85,0.275,0.325
2017/10/28 11:30,0.264,22.3,22.82,0.275,0.325
2017/10/28 11:35,0.264,22.4,22.8,0.275,0.325
2017/10/28 11:40,0.264,22.4,22.75,0.275,0.325
2017/10/28 11:45,0.264,22.4,22.66,0.275,0.325
2017/10/28 11:50,0.264,22.4,22.61,0.275,0.325
2017/10/28 11:55,0.264,22.4,22.56,0.275,0.325
2017/10/28 12:00,0.264,22.5,22.54,0.275,0.325
2017/10/28 12:05,0.264,22.5,22.58,0.275,0.325
2017/10/28 12:10,0.264,22.5,22.66,0.275,0.325
2017/10/28 12:15,0.263,22.5,22.63,0.275,0.325
2017/10/28 12:20,0.263,22.5,22.58,0.275,0.325
2017/10/28 12:25,0.263,22.6,22.56,0.275,0.325
2017/10/28 12:30,0.263,22.6,22.54,0.275,0.325
2017/10/28 12:35,0.263,22.6,22.54,0.275,0.325
2017/10/28 12:40,0.263,22.6,22.54,0.275,0.325
2017/10/28 12:45,0.263,22.7,22.56,0.275,0.325
2017/10/28 12:50,0.263,22.7,22.56,0.275,0.325
2017/10/28 12:55,0.263,22.7,22.56,0.275,0.325
2017/10/28 13:00,0.262,22.7,22.56,0.275,0.325
2017/10/28 13:05,0.262,22.7,22.49,0.275,0.325
2017/10/28 13:10,0.262,22.7,22.51,0.275,0.325
2017/10/28 13:15,0.262,22.7,22.61,0.275,0.325
2017/10/28 13:20,0.262,22.8,22.58,0.275,0.325
2017/10/28 13:25,0.262,22.8,22.58,0.275,0.325
2017/10/28 13:30,0.262,22.8,22.56,0.275,0.325
2017/10/28 13:35,0.262,22.8,22.58,0.275,0.325
2017/10/28 13:40,0.262,22.8,22.63,0.275,0.325
2017/10/28 13:45,0.262,22.9,22.75,0.275,0.325
2017/10/28 13:50,0.262,22.9,22.87,0.275,0.325
2017/10/28 13:55,0.262,23,23.09,0.275,0.325
2017/10/28 14:00,0.261,23,23.16,0.275,0.325
2017/10/28 14:05,0.261,23.1,23.23,0.275,0.325
2017/10/28 14:10,0.261,23.1,23.21,0.275,0.325
2017/10/28 14:15,0.261,23.2,23.18,0.275,0.325
2017/10/28 14:20,0.261,23.2,23.16,0.275,0.325
2017/10/28 14:25,0.261,23.2,23.11,0.275,0.325
2017/10/28 14:30,0.261,23.2,23.06,0.275,0.325
2017/10/28 14:35,0.261,23.2,23.14,0.275,0.325
2017/10/28 14:40,0.261,23.2,23.28,0.275,0.325
2017/10/28 14:45,0.26,23.3,23.66,0.275,0.325
2017/10/28 14:50,0.26,23.4,23.83,0.275,0.325
2017/10/28 14:55,0.26,23.5,24.03,0.275,0.325
2017/10/28 15:00,0.26,23.5,23.81,0.275,0.325
2017/10/28 15:05,0.26,23.5,23.74,0.275,0.325
2017/10/28 15:10,0.26,23.5,23.78,0.275,0.325
2017/10/28 15:15,0.259,23.5,23.57,0.275,0.325
2017/10/28 15:20,0.259,23.5,23.4,0.275,0.325
2017/10/28 15:25,0.259,23.5,23.42,0.275,0.325
2017/10/28 15:30,0.259,23.5,23.42,0.275,0.325
2017/10/28 15:35,0.259,23.5,23.38,0.275,0.325
2017/10/28 15:40,0.259,23.5,23.18,0.275,0.325
2017/10/28 15:45,0.259,23.4,22.94,0.275,0.325
2017/10/28 15:50,0.259,23.4,22.82,0.275,0.325
2017/10/28 15:55,0.258,23.4,22.75,0.275,0.325
2017/10/28 16:00,0.258,23.4,22.7,0.275,0.325
2017/10/28 16:05,0.258,23.4,22.7,0.275,0.325
2017/10/28 16:10,0.258,23.4,22.75,0.275,0.325
2017/10/28 16:15,0.258,23.3,22.73,0.275,0.325
2017/10/28 16:20,0.258,23.3,22.63,0.275,0.325
2017/10/28 16:25,0.258,23.3,22.56,0.275,0.325
2017/10/28 16:30,0.258,23.3,22.46,0.275,0.325
2017/10/28 16:35,0.258,23.2,22.42,0.275,0.325
2017/10/28 16:40,0.258,23.2,22.39,0.275,0.325
2017/10/28 16:45,0.258,23.2,22.32,0.275,0.325
2017/10/28 16:50,0.258,23.1,22.25,0.275,0.325
2017/10/28 16:55,0.258,23.1,22.2,0.275,0.325
2017/10/28 17:00,0.258,23.1,22.08,0.275,0.325
2017/10/28 17:05,0.258,23.1,21.96,0.275,0.325
2017/10/28 17:10,0.258,23.1,21.87,0.275,0.325
2017/10/28 17:15,0.258,23,21.48,0.275,0.325
2017/10/28 17:20,0.257,22.9,21.08,0.275,0.325
2017/10/28 17:25,0.257,22.9,20.7,0.275,0.325
2017/10/28 17:30,0.257,22.8,20.36,0.275,0.325
2017/10/28 17:35,0.257,22.8,20.1,0.275,0.325
2017/10/28 17:40,0.257,22.7,19.96,0.275,0.325
2017/10/28 17:45,0.257,22.7,19.98,0.275,0.325
2017/10/28 17:50,0.257,22.7,20.03,0.275,0.325
2017/10/28 17:55,0.257,22.6,20.1,0.275,0.325
2017/10/28 18:00,0.257,22.6,20.15,0.275,0.325
2017/10/28 18:05,0.257,22.6,20.29,0.275,0.325
2017/10/28 18:10,0.257,22.6,20.34,0.275,0.325
2017/10/28 18:15,0.257,22.5,20.34,0.275,0.325
2017/10/28 18:20,0.257,22.5,20.36,0.275,0.325
2017/10/28 18:25,0.257,22.5,20.43,0.275,0.325
2017/10/28 18:30,0.257,22.5,20.55,0.275,0.325
2017/10/28 18:35,0.257,22.4,20.72,0.275,0.325
2017/10/28 18:40,0.257,22.4,20.82,0.275,0.325
2017/10/28 18:45,0.257,22.4,20.86,0.275,0.325
2017/10/28 18:50,0.257,22.4,20.82,0.275,0.325
2017/10/28 18:55,0.257,22.4,20.82,0.275,0.325
2017/10/28 19:00,0.257,22.3,20.84,0.275,0.325
2017/10/28 19:05,0.257,22.3,20.89,0.275,0.175
2017/10/28 19:10,0.256,22.3,20.91,0.275,0.175
2017/10/28 19:15,0.257,22.3,20.86,0.275,0.175
2017/10/28 19:20,0.257,22.3,20.82,0.275,0.325
2017/10/28 19:25,0.257,22.3,20.82,0.275,0.325
2017/10/28 19:30,0.257,22.2,20.82,0.275,0.175
2017/10/28 19:35,0.256,22.2,20.74,0.275,0.325
2017/10/28 19:40,0.256,22.2,20.63,0.275,0.325
2017/10/28 19:45,0.256,22.2,20.51,0.275,0.325
2017/10/28 19:50,0.257,22.1,20.43,0.275,0.325
2017/10/28 19:55,0.256,22.1,20.32,0.275,0.325
2017/10/28 20:00,0.256,22.1,20.22,0.275,0.325
2017/10/28 20:05,0.256,22.1,20.17,0.275,0.325
2017/10/28 20:10,0.256,22,20.13,0.275,0.325
2017/10/28 20:15,0.256,22,20.05,0.275,0.325
2017/10/28 20:20,0.256,22,20.03,0.275,0.325
2017/10/28 20:25,0.256,22,20.01,0.275,0.325
2017/10/28 20:30,0.256,21.9,19.98,0.275,0.325
2017/10/28 20:35,0.256,21.9,19.89,0.275,0.325
2017/10/28 20:40,0.256,21.9,19.84,0.275,0.325
2017/10/28 20:45,0.256,21.8,19.79,0.275,0.325
2017/10/28 20:50,0.256,21.8,19.74,0.275,0.325
2017/10/28 20:55,0.256,21.8,19.74,0.275,0.325
2017/10/28 21:00,0.256,21.8,19.77,0.275,0.325
2017/10/28 21:05,0.256,21.7,19.79,0.275,0.325
2017/10/28 21:10,0.256,21.7,19.74,0.275,0.325
2017/10/28 21:15,0.256,21.7,19.65,0.275,0.175
2017/10/28 21:20,0.256,21.7,19.55,0.275,0.275
2017/10/28 21:25,0.256,21.7,19.53,0.275,0.275
2017/10/28 21:30,0.256,21.7,19.51,0.275,0.275
2017/10/28 21:35,0.256,21.6,19.44,0.275,0.275
2017/10/28 21:40,0.256,21.6,19.41,0.275,0.275
2017/10/28 21:45,0.256,21.6,19.39,0.275,0.275
2017/10/28 21:50,0.256,21.6,19.36,0.275,0.275
2017/10/28 21:55,0.256,21.6,19.36,0.275,0.275
2017/10/28 22:00,0.256,21.5,19.34,0.275,0.175
2017/10/28 22:05,0.256,21.5,19.29,0.275,0.275
2017/10/28 22:10,0.256,21.5,19.22,0.275,0.275
2017/10/28 22:15,0.256,21.5,19.17,0.275,0.275
2017/10/28 22:20,0.256,21.4,19.15,0.275,0.275
2017/10/28 22:25,0.256,21.4,19.17,0.275,0.275
2017/10/28 22:30,0.256,21.4,19.22,0.275,0.175
2017/10/28 22:35,0.256,21.4,19.22,0.275,0.175
2017/10/28 22:40,0.256,21.3,19.24,0.275,0.175
2017/10/28 22:45,0.256,21.3,19.27,0.275,0.175
2017/10/28 22:50,0.256,21.3,19.24,0.275,0.175
2017/10/28 22:55,0.256,21.3,19.29,0.275,0.175
2017/10/28 23:00,0.256,21.3,19.32,0.275,0.175
2017/10/28 23:05,0.255,21.3,19.36,0.275,0.175
2017/10/28 23:10,0.256,21.3,19.39,0.275,0.175
2017/10/28 23:15,0.256,21.2,19.36,0.275,0.175
2017/10/28 23:20,0.256,21.2,19.36,0.275,0.175
2017/10/28 23:25,0.256,21.2,19.41,0.275,0.175
2017/10/28 23:30,0.256,21.2,19.46,0.275,0.175
2017/10/28 23:35,0.256,21.2,19.48,0.275,0.175
2017/10/28 23:40,0.255,21.1,19.51,0.275,0.175
2017/10/28 23:45,0.256,21.2,19.53,0.275,0.175
