timestamp,VWC,temp_soil,temp_room,VWC_predict
2017/10/28 00:00,0.266,22.3,20.7,0.297971
2017/10/28 00:05,0.266,22.3,20.65,0.298287
2017/10/28 00:10,0.266,22.3,20.65,0.298287
2017/10/28 00:15,0.266,22.2,20.67,0.29711
2017/10/28 00:20,0.266,22.2,20.67,0.29711
2017/10/28 00:25,0.266,22.2,20.67,0.29711
2017/10/28 00:30,0.266,22.2,20.72,0.296794
2017/10/28 00:35,0.266,22.2,20.74,0.296667
2017/10/28 00:40,0.266,22.2,20.77,0.296478
2017/10/28 00:45,0.266,22.1,20.77,0.295427
2017/10/28 00:50,0.267,22.2,20.72,0.296794
2017/10/28 00:55,0.266,22.1,20.7,0.295869
2017/10/28 01:00,0.266,22.1,20.67,0.296059
2017/10/28 01:05,0.267,22.1,20.7,0.295869
2017/10/28 01:10,0.266,22.1,20.67,0.296059
2017/10/28 01:15,0.266,22.1,20.65,0.296185
2017/10/28 01:20,0.266,22.1,20.65,0.296185
2017/10/28 01:25,0.266,22.1,20.65,0.296185
2017/10/28 01:30,0.266,22.1,20.65,0.296185
2017/10/28 01:35,0.266,22.1,20.67,0.296059
2017/10/28 01:40,0.266,22.1,20.7,0.295869
2017/10/28 01:45,0.266,22.1,20.72,0.295743
2017/10/28 01:50,0.266,22.1,20.74,0.295617
2017/10/28 01:55,0.266,22,20.77,0.294376
2017/10/28 02:00,0.266,22,20.77,0.294376
2017/10/28 02:05,0.266,22,20.77,0.294376
2017/10/28 02:10,0.266,22,20.77,0.294376
2017/10/28 02:15,0.266,22,20.77,0.294376
2017/10/28 02:20,0.266,22,20.79,0.29425
2017/10/28 02:25,0.266,22,20.82,0.29406
2017/10/28 02:30,0.266,22,20.79,0.29425
2017/10/28 02:35,0.266,21.9,20.79,0.293199
2017/10/28 02:40,0.266,21.9,20.79,0.293199
2017/10/28 02:45,0.266,21.9,20.77,0.293325
2017/10/28 02:50,0.266,21.9,20.72,0.293641
2017/10/28 02:55,0.266,21.9,20.72,0.293641
2017/10/28 03:00,0.266,21.9,20.72,0.293641
2017/10/28 03:05,0.266,21.9,20.7,0.293768
2017/10/28 03:10,0.266,21.9,20.7,0.293768
2017/10/28 03:15,0.266,21.9,20.7,0.293768
2017/10/28 03:20,0.266,21.9,20.7,0.293768
2017/10/28 03:25,0.266,21.9,20.65,0.294084
2017/10/28 03:30,0.266,21.9,20.65,0.294084
2017/10/28 03:35,0.266,21.9,20.67,0.293957
2017/10/28 03:40,0.266,21.9,20.67,0.293957
2017/10/28 03:45,0.266,21.9,20.65,0.294084
2017/10/28 03:50,0.266,21.9,20.65,0.294084
2017/10/28 03:55,0.266,21.9,20.6,0.2944
2017/10/28 04:00,0.266,21.8,20.53,0.293791
2017/10/28 04:05,0.266,21.8,20.46,0.294234
2017/10/28 04:10,0.266,21.8,20.39,0.294676
2017/10/28 04:15,0.266,21.7,20.34,0.293941
2017/10/28 04:20,0.266,21.7,20.29,0.294257
2017/10/28 04:25,0.266,21.7,20.29,0.294257
2017/10/28 04:30,0.266,21.7,20.29,0.294257
2017/10/28 04:35,0.266,21.7,20.27,0.294383
2017/10/28 04:40,0.266,21.7,20.24,0.294573
2017/10/28 04:45,0.266,21.7,20.29,0.294257
2017/10/28 04:50,0.266,21.7,20.34,0.293941
2017/10/28 04:55,0.266,21.7,20.34,0.293941
2017/10/28 05:00,0.266,21.7,20.34,0.293941
2017/10/28 05:05,0.266,21.7,20.32,0.294067
2017/10/28 05:10,0.266,21.7,20.24,0.294573
2017/10/28 05:15,0.266,21.7,20.17,0.295015
2017/10/28 05:20,0.266,21.7,20.13,0.295268
2017/10/28 05:25,0.266,21.7,20.1,0.295458
2017/10/28 05:30,0.266,21.7,20.08,0.295584
2017/10/28 05:35,0.266,21.7,20.08,0.295584
2017/10/28 05:40,0.266,21.7,20.1,0.295458
2017/10/28 05:45,0.266,21.6,20.08,0.294533
2017/10/28 05:50,0.266,21.6,20.08,0.294533
2017/10/28 05:55,0.266,21.6,20.03,0.294849
2017/10/28 06:00,0.266,21.6,20.03,0.294849
2017/10/28 06:05,0.266,21.6,20.03,0.294849
2017/10/28 06:10,0.266,21.6,20.03,0.294849
2017/10/28 06:15,0.266,21.5,20.03,0.293799
2017/10/28 06:20,0.265,21.5,20.03,0.293799
2017/10/28 06:25,0.266,21.5,20.03,0.293799
2017/10/28 06:30,0.266,21.5,20.03,0.293799
2017/10/28 06:35,0.266,21.5,20.03,0.293799
2017/10/28 06:40,0.265,21.5,20.01,0.293925
2017/10/28 06:45,0.266,21.5,20.03,0.293799
2017/10/28 06:50,0.266,21.5,20.01,0.293925
2017/10/28 06:55,0.266,21.5,20.03,0.293799
2017/10/28 07:00,0.266,21.5,20.03,0.293799
2017/10/28 07:05,0.266,21.5,20.03,0.293799
2017/10/28 07:10,0.266,21.5,20.03,0.293799
2017/10/28 07:15,0.266,21.5,20.05,0.293672
2017/10/28 07:20,0.265,21.5,20.05,0.293672
2017/10/28 07:25,0.265,21.5,20.08,0.293483
2017/10/28 07:30,0.265,21.5,20.08,0.293483
2017/10/28 07:35,0.265,21.5,20.08,0.293483
2017/10/28 07:40,0.266,21.5,20.08,0.293483
2017/10/28 07:45,0.265,21.5,20.1,0.293356
2017/10/28 07:50,0.265,21.5,20.13,0.293167
2017/10/28 07:55,0.266,21.4,20.15,0.291989
2017/10/28 08:00,0.265,21.5,20.2,0.292724
2017/10/28 08:05,0.265,21.4,20.24,0.291421
2017/10/28 08:10,0.265,21.4,20.24,0.291421
2017/10/28 08:15,0.265,21.4,20.24,0.291421
2017/10/28 08:20,0.265,21.5,20.29,0.292155
2017/10/28 08:25,0.265,21.5,20.32,0.291966
2017/10/28 08:30,0.265,21.4,20.34,0.290789
2017/10/28 08:35,0.265,21.5,20.36,0.291713
2017/10/28 08:40,0.265,21.5,20.32,0.291966
2017/10/28 08:45,0.265,21.4,20.36,0.290662
2017/10/28 08:50,0.265,21.5,20.48,0.290955
2017/10/28 08:55,0.265,21.5,20.58,0.290323
2017/10/28 09:00,0.265,21.5,20.65,0.28988
2017/10/28 09:05,0.265,21.4,20.67,0.288703
2017/10/28 09:10,0.265,21.5,20.6,0.290196
2017/10/28 09:15,0.265,21.5,20.55,0.290512
2017/10/28 09:20,0.265,21.5,20.48,0.290955
2017/10/28 09:25,0.265,21.5,20.43,0.291271
2017/10/28 09:30,0.265,21.5,20.55,0.290512
2017/10/28 09:35,0.265,21.5,20.55,0.290512
2017/10/28 09:40,0.265,21.5,20.58,0.290323
2017/10/28 09:45,0.265,21.5,20.63,0.290007
2017/10/28 09:50,0.265,21.5,20.72,0.289438
2017/10/28 09:55,0.265,21.5,20.82,0.288806
2017/10/28 10:00,0.265,21.5,20.89,0.288364
2017/10/28 10:05,0.265,21.6,21.01,0.288656
2017/10/28 10:10,0.265,21.7,21.17,0.288696
2017/10/28 10:15,0.265,21.7,21.32,0.287748
2017/10/28 10:20,0.265,21.7,21.48,0.286737
2017/10/28 10:25,0.265,21.7,21.63,0.285789
2017/10/28 10:30,0.265,21.8,21.79,0.285828
2017/10/28 10:35,0.265,21.9,21.89,0.286247
2017/10/28 10:40,0.265,21.9,22.08,0.285047
2017/10/28 10:45,0.265,21.9,22.23,0.284099
2017/10/28 10:50,0.265,22,22.3,0.284707
2017/10/28 10:55,0.265,22,22.42,0.283949
2017/10/28 11:00,0.265,22.1,22.56,0.284115
2017/10/28 11:05,0.265,22.1,22.73,0.28304
2017/10/28 11:10,0.265,22.2,22.9,0.283017
2017/10/28 11:15,0.265,22.3,22.92,0.283941
2017/10/28 11:20,0.264,22.3,22.9,0.284068
2017/10/28 11:25,0.264,22.3,22.85,0.284384
2017/10/28 11:30,0.264,22.3,22.82,0.284573
2017/10/28 11:35,0.264,22.4,22.8,0.285751
2017/10/28 11:40,0.264,22.4,22.75,0.286067
2017/10/28 11:45,0.264,22.4,22.66,0.286635
2017/10/28 11:50,0.264,22.4,22.61,0.286951
2017/10/28 11:55,0.264,22.4,22.56,0.287267
2017/10/28 12:00,0.264,22.5,22.54,0.288444
2017/10/28 12:05,0.264,22.5,22.58,0.288192
2017/10/28 12:10,0.264,22.5,22.66,0.287686
2017/10/28 12:15,0.263,22.5,22.63,0.287876
2017/10/28 12:20,0.263,22.5,22.58,0.288192
2017/10/28 12:25,0.263,22.6,22.56,0.289369
2017/10/28 12:30,0.263,22.6,22.54,0.289495
2017/10/28 12:35,0.263,22.6,22.54,0.289495
2017/10/28 12:40,0.263,22.6,22.54,0.289495
2017/10/28 12:45,0.263,22.7,22.56,0.29042
2017/10/28 12:50,0.263,22.7,22.56,0.29042
2017/10/28 12:55,0.263,22.7,22.56,0.29042
2017/10/28 13:00,0.262,22.7,22.56,0.29042
2017/10/28 13:05,0.262,22.7,22.49,0.290862
2017/10/28 13:10,0.262,22.7,22.51,0.290736
2017/10/28 13:15,0.262,22.7,22.61,0.290104
2017/10/28 13:20,0.262,22.8,22.58,0.291344
2017/10/28 13:25,0.262,22.8,22.58,0.291344
2017/10/28 13:30,0.262,22.8,22.56,0.291471
2017/10/28 13:35,0.262,22.8,22.58,0.291344
2017/10/28 13:40,0.262,22.8,22.63,0.291028
2017/10/28 13:45,0.262,22.9,22.75,0.291321
2017/10/28 13:50,0.262,22.9,22.87,0.290562
2017/10/28 13:55,0.262,23,23.09,0.290223
2017/10/28 14:00,0.261,23,23.16,0.28978
2017/10/28 14:05,0.261,23.1,23.23,0.290389
2017/10/28 14:10,0.261,23.1,23.21,0.290515
2017/10/28 14:15,0.261,23.2,23.18,0.291756
2017/10/28 14:20,0.261,23.2,23.16,0.291882
2017/10/28 14:25,0.261,23.2,23.11,0.292198
2017/10/28 14:30,0.261,23.2,23.06,0.292514
2017/10/28 14:35,0.261,23.2,23.14,0.292009
2017/10/28 14:40,0.261,23.2,23.28,0.291124
2017/10/28 14:45,0.26,23.3,23.66,0.289773
2017/10/28 14:50,0.26,23.4,23.83,0.28975
2017/10/28 14:55,0.26,23.5,24.03,0.289537
2017/10/28 15:00,0.26,23.5,23.81,0.290927
2017/10/28 15:05,0.26,23.5,23.74,0.291369
2017/10/28 15:10,0.26,23.5,23.78,0.291116
2017/10/28 15:15,0.259,23.5,23.57,0.292444
2017/10/28 15:20,0.259,23.5,23.4,0.293518
2017/10/28 15:25,0.259,23.5,23.42,0.293392
2017/10/28 15:30,0.259,23.5,23.42,0.293392
2017/10/28 15:35,0.259,23.5,23.38,0.293644
2017/10/28 15:40,0.259,23.5,23.18,0.294908
2017/10/28 15:45,0.259,23.4,22.94,0.295374
2017/10/28 15:50,0.259,23.4,22.82,0.296132
2017/10/28 15:55,0.258,23.4,22.75,0.296575
2017/10/28 16:00,0.258,23.4,22.7,0.296891
2017/10/28 16:05,0.258,23.4,22.7,0.296891
2017/10/28 16:10,0.258,23.4,22.75,0.296575
2017/10/28 16:15,0.258,23.3,22.73,0.29565
2017/10/28 16:20,0.258,23.3,22.63,0.296282
2017/10/28 16:25,0.258,23.3,22.56,0.296725
2017/10/28 16:30,0.258,23.3,22.46,0.297357
2017/10/28 16:35,0.258,23.2,22.42,0.296559
2017/10/28 16:40,0.258,23.2,22.39,0.296748
2017/10/28 16:45,0.258,23.2,22.32,0.297191
2017/10/28 16:50,0.258,23.1,22.25,0.296582
2017/10/28 16:55,0.258,23.1,22.2,0.296898
2017/10/28 17:00,0.258,23.1,22.08,0.297657
2017/10/28 17:05,0.258,23.1,21.96,0.298415
2017/10/28 17:10,0.258,23.1,21.87,0.298984
2017/10/28 17:15,0.258,23,21.48,0.300397
2017/10/28 17:20,0.257,22.9,21.08,0.301875
2017/10/28 17:25,0.257,22.9,20.7,0.304276
2017/10/28 17:30,0.257,22.8,20.36,0.305374
2017/10/28 17:35,0.257,22.8,20.1,0.307017
2017/10/28 17:40,0.257,22.7,19.96,0.306851
2017/10/28 17:45,0.257,22.7,19.98,0.306724
2017/10/28 17:50,0.257,22.7,20.03,0.306408
2017/10/28 17:55,0.257,22.6,20.1,0.304915
2017/10/28 18:00,0.257,22.6,20.15,0.304599
2017/10/28 18:05,0.257,22.6,20.29,0.303715
2017/10/28 18:10,0.257,22.6,20.34,0.303399
2017/10/28 18:15,0.257,22.5,20.34,0.302348
2017/10/28 18:20,0.257,22.5,20.36,0.302221
2017/10/28 18:25,0.257,22.5,20.43,0.301779
2017/10/28 18:30,0.257,22.5,20.55,0.301021
2017/10/28 18:35,0.257,22.4,20.72,0.298895
2017/10/28 18:40,0.257,22.4,20.82,0.298263
2017/10/28 18:45,0.257,22.4,20.86,0.298011
2017/10/28 18:50,0.257,22.4,20.82,0.298263
2017/10/28 18:55,0.257,22.4,20.82,0.298263
2017/10/28 19:00,0.257,22.3,20.84,0.297086
2017/10/28 19:05,0.257,22.3,20.89,0.29677
2017/10/28 19:10,0.256,22.3,20.91,0.296644
2017/10/28 19:15,0.257,22.3,20.86,0.29696
2017/10/28 19:20,0.257,22.3,20.82,0.297213
2017/10/28 19:25,0.257,22.3,20.82,0.297213
2017/10/28 19:30,0.257,22.2,20.82,0.296162
2017/10/28 19:35,0.256,22.2,20.74,0.296667
2017/10/28 19:40,0.256,22.2,20.63,0.297363
2017/10/28 19:45,0.256,22.2,20.51,0.298121
2017/10/28 19:50,0.257,22.1,20.43,0.297576
2017/10/28 19:55,0.256,22.1,20.32,0.298271
2017/10/28 20:00,0.256,22.1,20.22,0.298903
2017/10/28 20:05,0.256,22.1,20.17,0.299219
2017/10/28 20:10,0.256,22,20.13,0.298421
2017/10/28 20:15,0.256,22,20.05,0.298926
2017/10/28 20:20,0.256,22,20.03,0.299053
2017/10/28 20:25,0.256,22,20.01,0.299179
2017/10/28 20:30,0.256,21.9,19.98,0.298318
2017/10/28 20:35,0.256,21.9,19.89,0.298887
2017/10/28 20:40,0.256,21.9,19.84,0.299203
2017/10/28 20:45,0.256,21.8,19.79,0.298468
2017/10/28 20:50,0.256,21.8,19.74,0.298784
2017/10/28 20:55,0.256,21.8,19.74,0.298784
2017/10/28 21:00,0.256,21.8,19.77,0.298594
2017/10/28 21:05,0.256,21.7,19.79,0.297417
2017/10/28 21:10,0.256,21.7,19.74,0.297733
2017/10/28 21:15,0.256,21.7,19.65,0.298302
2017/10/28 21:20,0.256,21.7,19.55,0.298934
2017/10/28 21:25,0.256,21.7,19.53,0.29906
2017/10/28 21:30,0.256,21.7,19.51,0.299186
2017/10/28 21:35,0.256,21.6,19.44,0.298578
2017/10/28 21:40,0.256,21.6,19.41,0.298768
2017/10/28 21:45,0.256,21.6,19.39,0.298894
2017/10/28 21:50,0.256,21.6,19.36,0.299084
2017/10/28 21:55,0.256,21.6,19.36,0.299084
2017/10/28 22:00,0.256,21.5,19.34,0.298159
2017/10/28 22:05,0.256,21.5,19.29,0.298475
2017/10/28 22:10,0.256,21.5,19.22,0.298917
2017/10/28 22:15,0.256,21.5,19.17,0.299233
2017/10/28 22:20,0.256,21.4,19.15,0.298309
2017/10/28 22:25,0.256,21.4,19.17,0.298183
2017/10/28 22:30,0.256,21.4,19.22,0.297867
2017/10/28 22:35,0.256,21.4,19.22,0.297867
2017/10/28 22:40,0.256,21.3,19.24,0.296689
2017/10/28 22:45,0.256,21.3,19.27,0.2965
2017/10/28 22:50,0.256,21.3,19.24,0.296689
2017/10/28 22:55,0.256,21.3,19.29,0.296373
2017/10/28 23:00,0.256,21.3,19.32,0.296184
2017/10/28 23:05,0.255,21.3,19.36,0.295931
2017/10/28 23:10,0.256,21.3,19.39,0.295741
2017/10/28 23:15,0.256,21.2,19.36,0.29488
2017/10/28 23:20,0.256,21.2,19.36,0.29488
2017/10/28 23:25,0.256,21.2,19.41,0.294564
2017/10/28 23:30,0.256,21.2,19.46,0.294248
2017/10/28 23:35,0.256,21.2,19.48,0.294122
2017/10/28 23:40,0.255,21.1,19.51,0.292881
2017/10/28 23:45,0.256,21.2,19.53,0.293806
2017/10/28 23:50,0.255,21.1,19.58,0.292439
2017/10/28 23:55,0.255,21.1,19.6,0.292313
2017/10/29 00:00,0.256,21.1,19.63,0.292123
2017/10/29 00:05,0.256,21.1,19.67,0.29187
2017/10/29 00:10,0.255,21.1,19.7,0.291681
2017/10/29 00:15,0.255,21.1,19.7,0.291681
2017/10/29 00:20,0.256,21.1,19.72,0.291554
2017/10/29 00:25,0.255,21.1,19.72,0.291554
2017/10/29 00:30,0.256,21.1,19.72,0.291554
2017/10/29 00:35,0.255,21.1,19.67,0.29187
2017/10/29 00:40,0.256,21,19.7,0.29063
2017/10/29 00:45,0.256,21,19.7,0.29063
2017/10/29 00:50,0.255,21,19.65,0.290946
2017/10/29 00:55,0.255,21,19.65,0.290946
2017/10/29 01:00,0.255,21,19.67,0.290819
2017/10/29 01:05,0.255,21,19.74,0.290377
2017/10/29 01:10,0.255,21,19.74,0.290377
2017/10/29 01:15,0.255,21,19.74,0.290377
2017/10/29 01:20,0.255,20.9,19.74,0.289326
2017/10/29 01:25,0.255,20.9,19.74,0.289326
2017/10/29 01:30,0.255,20.9,19.7,0.289579
2017/10/29 01:35,0.255,20.9,19.67,0.289769
2017/10/29 01:40,0.255,20.9,19.6,0.290211
2017/10/29 01:45,0.255,20.9,19.58,0.290337
2017/10/29 01:50,0.255,20.9,19.55,0.290527
2017/10/29 01:55,0.255,20.9,19.55,0.290527
2017/10/29 02:00,0.255,20.9,19.53,0.290653
2017/10/29 02:05,0.255,20.9,19.51,0.29078
2017/10/29 02:10,0.255,20.8,19.48,0.289918
2017/10/29 02:15,0.255,20.9,19.46,0.291096
2017/10/29 02:20,0.255,20.8,19.44,0.290171
2017/10/29 02:25,0.255,20.8,19.41,0.290361
2017/10/29 02:30,0.255,20.8,19.39,0.290487
2017/10/29 02:35,0.255,20.8,19.36,0.290677
2017/10/29 02:40,0.255,20.8,19.36,0.290677
2017/10/29 02:45,0.255,20.7,19.36,0.289626
2017/10/29 02:50,0.255,20.7,19.36,0.289626
2017/10/29 02:55,0.255,20.7,19.34,0.289752
2017/10/29 03:00,0.255,20.7,19.32,0.289879
2017/10/29 03:05,0.255,20.7,19.29,0.290068
2017/10/29 03:10,0.255,20.7,19.29,0.290068
2017/10/29 03:15,0.255,20.7,19.32,0.289879
2017/10/29 03:20,0.255,20.7,19.32,0.289879
2017/10/29 03:25,0.255,20.7,19.32,0.289879
2017/10/29 03:30,0.255,20.7,19.32,0.289879
2017/10/29 03:35,0.255,20.7,19.32,0.289879
2017/10/29 03:40,0.255,20.7,19.32,0.289879
2017/10/29 03:45,0.255,20.7,19.34,0.289752
2017/10/29 03:50,0.255,20.6,19.36,0.288575
2017/10/29 03:55,0.255,20.7,19.39,0.289436
2017/10/29 04:00,0.255,20.6,19.39,0.288386
2017/10/29 04:05,0.255,20.7,19.36,0.289626
2017/10/29 04:10,0.255,20.6,19.36,0.288575
2017/10/29 04:15,0.255,20.6,19.34,0.288702
2017/10/29 04:20,0.255,20.6,19.32,0.288828
2017/10/29 04:25,0.255,20.6,19.32,0.288828
2017/10/29 04:30,0.255,20.6,19.32,0.288828
2017/10/29 04:35,0.255,20.5,19.34,0.287651
2017/10/29 04:40,0.255,20.6,19.34,0.288702
2017/10/29 04:45,0.255,20.5,19.32,0.287777
2017/10/29 04:50,0.255,20.6,19.29,0.289018
2017/10/29 04:55,0.255,20.5,19.32,0.287777
2017/10/29 05:00,0.255,20.5,19.32,0.287777
2017/10/29 05:05,0.255,20.5,19.32,0.287777
2017/10/29 05:10,0.255,20.5,19.34,0.287651
2017/10/29 05:15,0.255,20.5,19.36,0.287524
2017/10/29 05:20,0.255,20.5,19.34,0.287651
2017/10/29 05:25,0.255,20.5,19.36,0.287524
2017/10/29 05:30,0.255,20.5,19.39,0.287335
2017/10/29 05:35,0.255,20.5,19.41,0.287208
2017/10/29 05:40,0.255,20.5,19.46,0.286892
2017/10/29 05:45,0.255,20.5,19.46,0.286892
2017/10/29 05:50,0.255,20.5,19.46,0.286892
2017/10/29 05:55,0.254,20.5,19.44,0.287019
2017/10/29 06:00,0.255,20.5,19.41,0.287208
2017/10/29 06:05,0.255,20.5,19.36,0.287524
2017/10/29 06:10,0.255,20.5,19.29,0.287967
2017/10/29 06:15,0.255,20.5,19.24,0.288283
2017/10/29 06:20,0.254,20.4,19.22,0.287358
2017/10/29 06:25,0.255,20.4,19.22,0.287358
2017/10/29 06:30,0.255,20.5,19.2,0.288535
2017/10/29 06:35,0.254,20.4,19.22,0.287358
2017/10/29 06:40,0.255,20.4,19.27,0.287042
2017/10/29 06:45,0.254,20.5,19.32,0.287777
2017/10/29 06:50,0.254,20.5,19.46,0.286892
2017/10/29 06:55,0.254,20.5,19.46,0.286892
2017/10/29 07:00,0.254,20.5,19.44,0.287019
2017/10/29 07:05,0.254,20.4,19.44,0.285968
2017/10/29 07:10,0.254,20.5,19.41,0.287208
2017/10/29 07:15,0.254,20.5,19.46,0.286892
2017/10/29 07:20,0.254,20.5,19.55,0.286324
2017/10/29 07:25,0.254,20.5,19.86,0.284365
2017/10/29 07:30,0.254,20.5,20.2,0.282216
2017/10/29 07:35,0.254,20.5,20.41,0.280889
2017/10/29 07:40,0.254,20.6,20.6,0.280739
2017/10/29 07:45,0.254,20.6,20.82,0.279348
2017/10/29 07:50,0.254,20.7,20.96,0.279515
2017/10/29 07:55,0.254,20.7,21.01,0.279199
2017/10/29 08:00,0.254,20.7,21.1,0.27863
2017/10/29 08:05,0.254,20.7,21.22,0.277871
2017/10/29 08:10,0.254,20.7,21.36,0.276987
2017/10/29 08:15,0.254,20.8,21.51,0.27709
2017/10/29 08:20,0.254,20.9,21.7,0.27694
2017/10/29 08:25,0.254,20.9,21.94,0.275423
2017/10/29 08:30,0.254,21,22.15,0.275147
2017/10/29 08:35,0.254,21.1,22.23,0.275692
2017/10/29 08:40,0.253,21.1,22.2,0.275882
2017/10/29 08:45,0.253,21.1,22.2,0.275882
2017/10/29 08:50,0.253,21.1,22.27,0.275439
2017/10/29 08:55,0.253,21.2,22.39,0.275732
2017/10/29 09:00,0.253,21.2,22.44,0.275416
2017/10/29 09:05,0.253,21.3,22.54,0.275835
2017/10/29 09:10,0.253,21.3,22.56,0.275708
2017/10/29 09:15,0.253,21.4,22.61,0.276443
2017/10/29 09:20,0.253,21.4,22.75,0.275558
2017/10/29 09:25,0.253,21.5,22.87,0.275851
2017/10/29 09:30,0.252,21.5,22.92,0.275535
2017/10/29 09:35,0.252,21.6,23.04,0.275827
2017/10/29 09:40,0.252,21.7,23.18,0.275993
2017/10/29 09:45,0.252,21.7,23.47,0.274161
2017/10/29 09:50,0.252,21.8,23.54,0.274769
2017/10/29 09:55,0.252,21.9,23.64,0.275188
2017/10/29 10:00,0.252,22,23.74,0.275607
2017/10/29 10:05,0.252,22.1,23.83,0.276089
2017/10/29 10:10,0.252,22.2,24.17,0.274991
2017/10/29 10:15,0.252,22.3,24.27,0.27541
2017/10/29 10:20,0.251,22.3,24,0.277116
2017/10/29 10:25,0.251,22.3,23.78,0.278506
2017/10/29 10:30,0.251,22.4,23.69,0.280126
2017/10/29 10:35,0.251,22.4,23.66,0.280316
2017/10/29 10:40,0.251,22.4,23.66,0.280316
2017/10/29 10:45,0.251,22.5,23.59,0.281809
2017/10/29 10:50,0.25,22.5,23.47,0.282567
2017/10/29 10:55,0.25,22.5,23.78,0.280608
2017/10/29 11:00,0.25,22.7,24.17,0.280245
2017/10/29 11:05,0.25,22.9,24.41,0.28083
2017/10/29 11:10,0.25,22.9,24.46,0.280514
2017/10/29 11:15,0.25,22.9,24.15,0.282473
2017/10/29 11:20,0.249,23,24.39,0.282007
2017/10/29 11:25,0.249,23.1,24.68,0.281225
2017/10/29 11:30,0.249,23.3,25.04,0.281052
2017/10/29 11:35,0.249,23.5,25.06,0.283027
2017/10/29 11:40,0.249,23.7,25.21,0.284181
2017/10/29 11:45,0.249,23.8,25.43,0.283842
